"","Station.Name","Climate.ID","Date.Time","Year","Mean.Max.Temp","Mean.Min.Temp"
"382","RIMOUSKI",7056480,"Oct-85",1985,10.6,3.6
"383","RIMOUSKI",7056480,"Nov-85",1985,1.4,-3.9
"384","RIMOUSKI",7056480,"Dec-85",1985,-5.5,-12.5
"385","RIMOUSKI",7056480,"Jan-86",1986,-6.5,-14.7
"386","RIMOUSKI",7056480,"Feb-86",1986,-6.4,-14.1
"387","RIMOUSKI",7056480,"Mar-86",1986,0.5,-9.1
"388","RIMOUSKI",7056480,"Apr-86",1986,8.9,0
"389","RIMOUSKI",7056480,"May-86",1986,15.6,5.3
"390","RIMOUSKI",7056480,"Jun-86",1986,18.7,7.9
"391","RIMOUSKI",7056480,"Jul-86",1986,21.2,12
"392","RIMOUSKI",7056480,"Aug-86",1986,19.2,10.7
"393","RIMOUSKI",7056480,"Sep-86",1986,14,6
"394","RIMOUSKI",7056480,"Oct-86",1986,8.3,1.5
"395","RIMOUSKI",7056480,"Nov-86",1986,1,-5.9
"396","RIMOUSKI",7056480,"Dec-86",1986,-3.2,-10.6
"397","RIMOUSKI",7056480,"Jan-87",1987,-6.7,-13.6
"398","RIMOUSKI",7056480,"Feb-87",1987,-6.4,-14.1
"399","RIMOUSKI",7056480,"Mar-87",1987,0.5,-9.1
"400","RIMOUSKI",7056480,"Apr-87",1987,11,1
"401","RIMOUSKI",7056480,"May-87",1987,14.8,4.5
"402","RIMOUSKI",7056480,"Jun-87",1987,20.5,9.7
"403","RIMOUSKI",7056480,"Jul-87",1987,23.7,13.8
"404","RIMOUSKI",7056480,"Aug-87",1987,21,10.4
"405","RIMOUSKI",7056480,"Sep-87",1987,17,7.3
"406","RIMOUSKI",7056480,"Oct-87",1987,8.3,1.5
"407","RIMOUSKI",7056480,"Nov-87",1987,2.9,-4
"408","RIMOUSKI",7056480,"Dec-87",1987,-3.3,-9.3
"409","RIMOUSKI",7056480,"Jan-88",1988,-5,-13.6
"410","RIMOUSKI",7056480,"Feb-88",1988,-5.5,-16.1
"411","RIMOUSKI",7056480,"Mar-88",1988,0.8,-8.8
"412","RIMOUSKI",7056480,"Apr-88",1988,6.7,-0.7
"413","RIMOUSKI",7056480,"May-88",1988,16.8,5.2
"414","RIMOUSKI",7056480,"Jun-88",1988,19.4,9
"415","RIMOUSKI",7056480,"Jul-88",1988,23.7,12.7
"416","RIMOUSKI",7056480,"Aug-88",1988,21.4,11.1
"417","RIMOUSKI",7056480,"Sep-88",1988,15.7,7.1
"418","RIMOUSKI",7056480,"Oct-88",1988,9,1.5
"419","RIMOUSKI",7056480,"Nov-88",1988,4,-1.3
"420","RIMOUSKI",7056480,"Dec-88",1988,-5.4,-12.9
"421","RIMOUSKI",7056480,"Jan-89",1989,-6,-15.7
"422","RIMOUSKI",7056480,"Feb-89",1989,-7.2,-15.3
"423","RIMOUSKI",7056480,"Mar-89",1989,-1.8,-10.3
"424","RIMOUSKI",7056480,"Apr-89",1989,7.1,-0.3
"425","RIMOUSKI",7056480,"May-89",1989,15.9,5.9
"426","RIMOUSKI",7056480,"Jun-89",1989,19.9,9.8
"427","RIMOUSKI",7056480,"Jul-89",1989,24.6,13
"428","RIMOUSKI",7056480,"Aug-89",1989,22.2,13
"429","RIMOUSKI",7056480,"Sep-89",1989,18.7,9.8
"430","RIMOUSKI",7056480,"Oct-89",1989,10.8,1.5
"431","RIMOUSKI",7056480,"Nov-89",1989,1,-5.2
"432","RIMOUSKI",7056480,"Dec-89",1989,-9.8,-17.3
"433","RIMOUSKI",7056480,"Jan-90",1990,-3.7,-13.4
"434","RIMOUSKI",7056480,"Feb-90",1990,-6.5,-17.2
"435","RIMOUSKI",7056480,"Mar-90",1990,0.8,-9.4
"436","RIMOUSKI",7056480,"Apr-90",1990,7.8,-0.4
"437","RIMOUSKI",7056480,"May-90",1990,14.2,3.9
"438","RIMOUSKI",7056480,"Jun-90",1990,22.3,10.8
"439","RIMOUSKI",7056480,"Jul-90",1990,24,12.2
"440","RIMOUSKI",7056480,"Aug-90",1990,24.1,13.3
"441","RIMOUSKI",7056480,"Sep-90",1990,17.2,7.9
"442","RIMOUSKI",7056480,"Oct-90",1990,9.9,2.5
"443","RIMOUSKI",7056480,"Nov-90",1990,1.7,-3.5
"444","RIMOUSKI",7056480,"Dec-90",1990,-1.6,-10.6
"445","RIMOUSKI",7056480,"Jan-91",1991,-9.5,-19.9
"446","RIMOUSKI",7056480,"Feb-91",1991,-3.8,-13.7
"447","RIMOUSKI",7056480,"Mar-91",1991,0.8,-7
"448","RIMOUSKI",7056480,"Apr-91",1991,7.7,-0.8
"449","RIMOUSKI",7056480,"May-91",1991,14.8,5.5
"450","RIMOUSKI",7056480,"Jun-91",1991,21.5,10.7
"451","RIMOUSKI",7056480,"Jul-91",1991,23.8,13
"452","RIMOUSKI",7056480,"Aug-91",1991,23,12.8
"453","RIMOUSKI",7056480,"Sep-91",1991,15.3,7.5
"454","RIMOUSKI",7056480,"Oct-91",1991,10.5,3.1
"455","RIMOUSKI",7056480,"Nov-91",1991,3.9,-1.9
"456","RIMOUSKI",7056480,"Dec-91",1991,-5.4,-13.8
"457","RIMOUSKI",7056480,"Jan-92",1992,-8.2,-16.2
"458","RIMOUSKI",7056480,"Feb-92",1992,-8.1,-16.8
"459","RIMOUSKI",7056480,"Mar-92",1992,-2,-10.8
"460","RIMOUSKI",7056480,"Apr-92",1992,5.9,-2.1
"461","RIMOUSKI",7056480,"May-92",1992,17.7,5.3
"462","RIMOUSKI",7056480,"Jun-92",1992,19,9.5
"463","RIMOUSKI",7056480,"Jul-92",1992,20,11.3
"464","RIMOUSKI",7056480,"Aug-92",1992,21.3,12.1
"465","RIMOUSKI",7056480,"Sep-92",1992,17.7,9.6
"466","RIMOUSKI",7056480,"Oct-92",1992,7.8,2
"467","RIMOUSKI",7056480,"Nov-92",1992,1.6,-4
"468","RIMOUSKI",7056480,"Dec-92",1992,-3.1,-10.5
"469","RIMOUSKI",7056480,"Jan-93",1993,-8.2,-17.4
"470","RIMOUSKI",7056480,"Feb-93",1993,-10.6,-21.6
"471","RIMOUSKI",7056480,"Mar-93",1993,-0.5,-11.5
"472","RIMOUSKI",7056480,"Apr-93",1993,7.7,-2
"473","RIMOUSKI",7056480,"May-93",1993,14.9,4.8
"474","RIMOUSKI",7056480,"Jun-93",1993,19.9,9.7
"475","RIMOUSKI",7056480,"Jul-93",1993,22.6,12.1
"476","RIMOUSKI",7056480,"Aug-93",1993,22.3,13.7
"477","RIMOUSKI",7056480,"Sep-93",1993,16.7,8
"478","RIMOUSKI",7056480,"Oct-93",1993,7.5,1.3
"479","RIMOUSKI",7056480,"Nov-93",1993,1.9,-4.2
"480","RIMOUSKI",7056480,"Dec-93",1993,-3.6,-10.2
"481","RIMOUSKI",7056480,"Jan-94",1994,-12.9,-21.8
"482","RIMOUSKI",7056480,"Feb-94",1994,-8.7,-16.5
"483","RIMOUSKI",7056480,"Mar-94",1994,0.5,-7
"484","RIMOUSKI",7056480,"Apr-94",1994,6.8,-2.2
"485","RIMOUSKI",7056480,"May-94",1994,13.2,3.8
"486","RIMOUSKI",7056480,"Jun-94",1994,21.4,11.2
"487","RIMOUSKI",7056480,"Jul-94",1994,23.8,13.5
"488","RIMOUSKI",7056480,"Aug-94",1994,20.8,11.9
"489","RIMOUSKI",7056480,"Sep-94",1994,16.1,7.5
"490","RIMOUSKI",7056480,"Oct-94",1994,11.8,5
"491","RIMOUSKI",7056480,"Nov-94",1994,4.5,-1.4
"492","RIMOUSKI",7056480,"Dec-94",1994,-2,-9
"493","RIMOUSKI",7056480,"Jan-95",1995,-5.1,-12.1
"494","RIMOUSKI",7056480,"Feb-95",1995,-8.5,-16.8
"495","RIMOUSKI",7056480,"Mar-95",1995,-0.7,-8.5
"496","RIMOUSKI",7056480,"Apr-95",1995,5,-2.3
"497","RIMOUSKI",7056480,"May-95",1995,14.5,4.8
"498","RIMOUSKI",7056480,"Jun-95",1995,22.6,11.4
"499","RIMOUSKI",7056480,"Jul-95",1995,25,15.3
"500","RIMOUSKI",7056480,"Aug-95",1995,23.5,13.5
"501","RIMOUSKI",7056480,"Sep-95",1995,16.5,7.6
"502","RIMOUSKI",7056480,"Oct-95",1995,12.4,5.1
"503","RIMOUSKI",7056480,"Nov-95",1995,2.4,-4.4
"504","RIMOUSKI",7056480,"Dec-95",1995,-5,-11.1
"505","RIMOUSKI",7056480,"Jan-96",1996,-6.8,-16.5
"506","RIMOUSKI",7056480,"Feb-96",1996,-5.6,-13.1
"507","RIMOUSKI",7056480,"Mar-96",1996,-0.9,-8.1
"508","RIMOUSKI",7056480,"Apr-96",1996,6.6,-0.7
"509","RIMOUSKI",7056480,"May-96",1996,12.8,3.8
"510","RIMOUSKI",7056480,"Jun-96",1996,22,11
"511","RIMOUSKI",7056480,"Jul-96",1996,21.5,12.6
"512","RIMOUSKI",7056480,"Aug-96",1996,22.6,13.5
"513","RIMOUSKI",7056480,"Sep-96",1996,16.5,8.1
"514","RIMOUSKI",7056480,"Oct-96",1996,8.8,2
"515","RIMOUSKI",7056480,"Nov-96",1996,2.6,-2.9
"516","RIMOUSKI",7056480,"Dec-96",1996,-0.4,-6.3
"517","RIMOUSKI",7056480,"Jan-97",1997,-7.7,-16.3
"518","RIMOUSKI",7056480,"Feb-97",1997,-6.2,-14.8
"519","RIMOUSKI",7056480,"Mar-97",1997,-2.5,-10
"520","RIMOUSKI",7056480,"Apr-97",1997,6.4,-1.7
"521","RIMOUSKI",7056480,"May-97",1997,11.7,3.5
"522","RIMOUSKI",7056480,"Jun-97",1997,20.6,9.2
"523","RIMOUSKI",7056480,"Jul-97",1997,23.8,13.2
"524","RIMOUSKI",7056480,"Aug-97",1997,20.1,10.6
"525","RIMOUSKI",7056480,"Sep-97",1997,16.2,9
"526","RIMOUSKI",7056480,"Oct-97",1997,8.9,2.9
"527","RIMOUSKI",7056480,"Nov-97",1997,2.3,-3.4
"528","RIMOUSKI",7056480,"Dec-97",1997,-3.3,-9.8
"529","RIMOUSKI",7056480,"Jan-98",1998,-5.4,-13.4
"530","RIMOUSKI",7056480,"Feb-98",1998,-2.3,-9.8
"531","RIMOUSKI",7056480,"Mar-98",1998,0.6,-6.1
"532","RIMOUSKI",7056480,"Apr-98",1998,8.2,0.4
"533","RIMOUSKI",7056480,"May-98",1998,17.6,7.1
"534","RIMOUSKI",7056480,"Jun-98",1998,19.8,10.3
"535","RIMOUSKI",7056480,"Jul-98",1998,23.3,14.2
"536","RIMOUSKI",7056480,"Aug-98",1998,22.8,12.9
"537","RIMOUSKI",7056480,"Sep-98",1998,16.1,9.6
"538","RIMOUSKI",7056480,"Oct-98",1998,9.7,3.5
"539","RIMOUSKI",7056480,"Nov-98",1998,2.3,-2.5
"540","RIMOUSKI",7056480,"Dec-98",1998,-1.9,-9
"541","RIMOUSKI",7056480,"Jan-99",1999,-6.4,-15.1
"542","RIMOUSKI",7056480,"Feb-99",1999,-2.6,-10.4
"543","RIMOUSKI",7056480,"Mar-99",1999,2.3,-3.9
"544","RIMOUSKI",7056480,"Apr-99",1999,7.2,0.1
"545","RIMOUSKI",7056480,"May-99",1999,19.6,8.3
"546","RIMOUSKI",7056480,"Jun-99",1999,23.3,13.3
"547","RIMOUSKI",7056480,"Jul-99",1999,24.3,14
"548","RIMOUSKI",7056480,"Aug-99",1999,22.7,13.4
"549","RIMOUSKI",7056480,"Sep-99",1999,20.3,11.2
"550","RIMOUSKI",7056480,"Oct-99",1999,8.6,1.5
"551","RIMOUSKI",7056480,"Nov-99",1999,7.7,0.5
"552","RIMOUSKI",7056480,"Dec-99",1999,-2,-7.3
"553","RIMOUSKI",7056480,"Jan-00",2000,-6.9,-14.9
"554","RIMOUSKI",7056480,"Feb-00",2000,-3.8,-12.6
"555","RIMOUSKI",7056480,"Mar-00",2000,2.9,-4.9
"556","RIMOUSKI",7056480,"Apr-00",2000,7.2,0.1
"557","RIMOUSKI",7056480,"May-00",2000,19.6,8.3
"558","RIMOUSKI",7056480,"Jun-00",2000,23.3,13.3
"559","RIMOUSKI",7056480,"Jul-00",2000,24.7,12.9
"560","RIMOUSKI",7056480,"Aug-00",2000,22.5,13.5
"561","RIMOUSKI",7056480,"Sep-00",2000,16.4,8.4
"562","RIMOUSKI",7056480,"Oct-00",2000,9.5,2.8
"563","RIMOUSKI",7056480,"Nov-00",2000,3.6,-0.6
"564","RIMOUSKI",7056480,"Dec-00",2000,-5.7,-11.7
"565","RIMOUSKI",7056480,"Jan-01",2001,-6.7,-13.9
"566","RIMOUSKI",7056480,"Feb-01",2001,-5.3,-13.7
"567","RIMOUSKI",7056480,"Mar-01",2001,-0.9,-7.4
"568","RIMOUSKI",7056480,"Apr-01",2001,7.4,-0.8
"569","RIMOUSKI",7056480,"May-01",2001,17.3,6.5
"570","RIMOUSKI",7056480,"Jun-01",2001,21,11.5
"571","RIMOUSKI",7056480,"Jul-01",2001,22.6,12.6
"572","RIMOUSKI",7056480,"Aug-01",2001,23.7,14.2
"573","RIMOUSKI",7056480,"Sep-01",2001,18.7,9.5
"574","RIMOUSKI",7056480,"Oct-01",2001,11.7,5.1
"575","RIMOUSKI",7056480,"Nov-01",2001,5.5,-1.1
"576","RIMOUSKI",7056480,"Dec-01",2001,0.3,-5.1
"577","RIMOUSKI",7056480,"Jan-02",2002,-5.7,-12.6
"578","RIMOUSKI",7056480,"Feb-02",2002,-5.1,-13.4
"579","RIMOUSKI",7056480,"Mar-02",2002,-0.6,-9.6
"580","RIMOUSKI",7056480,"Apr-02",2002,7.4,-0.3
"581","RIMOUSKI",7056480,"May-02",2002,14,4.9
"582","RIMOUSKI",7056480,"Jun-02",2002,19.2,9.4
"583","RIMOUSKI",7056480,"Jul-02",2002,22.7,13.2
"584","RIMOUSKI",7056480,"Aug-02",2002,24.1,13.7
"585","RIMOUSKI",7056480,"Sep-02",2002,18.7,9.2
"586","RIMOUSKI",7056480,"Oct-02",2002,8.6,2.4
"587","RIMOUSKI",7056480,"Nov-02",2002,1.6,-4.6
"588","RIMOUSKI",7056480,"Dec-02",2002,-2.8,-8.8
"589","RIMOUSKI",7056480,"Jan-03",2003,-9.2,-16.1
"590","RIMOUSKI",7056480,"Feb-03",2003,-9,-16.5
"591","RIMOUSKI",7056480,"Mar-03",2003,-0.9,-8.7
"592","RIMOUSKI",7056480,"Apr-03",2003,5.5,-3.6
"593","RIMOUSKI",7056480,"May-03",2003,14.2,4.7
"594","RIMOUSKI",7056480,"Jun-03",2003,22.3,11.8
"595","RIMOUSKI",7056480,"Jul-03",2003,22.9,13.6
"596","RIMOUSKI",7056480,"Aug-03",2003,21.4,12.4
"597","RIMOUSKI",7056480,"Sep-03",2003,20.4,10.5
"598","RIMOUSKI",7056480,"Oct-03",2003,10,3.7
"599","RIMOUSKI",7056480,"Nov-03",2003,4,-2.2
"600","RIMOUSKI",7056480,"Dec-03",2003,-2,-8.4
"601","RIMOUSKI",7056480,"Jan-04",2004,-11.4,-18
"602","RIMOUSKI",7056480,"Feb-04",2004,-5.2,-13.4
"603","RIMOUSKI",7056480,"Mar-04",2004,0.7,-7.6
"604","RIMOUSKI",7056480,"Apr-04",2004,6.3,-1.1
"605","RIMOUSKI",7056480,"May-04",2004,13.1,3.9
"606","RIMOUSKI",7056480,"Jun-04",2004,19,9.7
"607","RIMOUSKI",7056480,"Jul-04",2004,23.3,13.8
"608","RIMOUSKI",7056480,"Aug-04",2004,22,13.1
"609","RIMOUSKI",7056480,"Sep-04",2004,17.6,8.7
"610","RIMOUSKI",7056480,"Oct-04",2004,11.6,3.3
"611","RIMOUSKI",7056480,"Nov-04",2004,2.9,-2.2
"612","RIMOUSKI",7056480,"Dec-04",2004,-4.6,-12.4
"613","RIMOUSKI",7056480,"Jan-05",2005,-8.8,-17
"614","RIMOUSKI",7056480,"Feb-05",2005,-3.9,-12.2
"615","RIMOUSKI",7056480,"Mar-05",2005,-0.7,-7.9
"616","RIMOUSKI",7056480,"Apr-05",2005,8.2,0.5
"617","RIMOUSKI",7056480,"May-05",2005,12.7,4.4
"618","RIMOUSKI",7056480,"Jun-05",2005,22.3,11.2
"619","RIMOUSKI",7056480,"Jul-05",2005,25.1,14.4
"620","RIMOUSKI",7056480,"Aug-05",2005,23.4,13.7
"621","RIMOUSKI",7056480,"Sep-05",2005,18.5,10.2
"622","RIMOUSKI",7056480,"Oct-05",2005,11.4,5.1
"623","RIMOUSKI",7056480,"Nov-05",2005,4.4,-1.9
"624","RIMOUSKI",7056480,"Dec-05",2005,-4,-8.9
"625","RIMOUSKI",7056480,"Jan-06",2006,-3.5,-10.5
"626","RIMOUSKI",7056480,"Feb-06",2006,-6.8,-13.8
"627","RIMOUSKI",7056480,"Mar-06",2006,1.6,-5
"628","RIMOUSKI",7056480,"Apr-06",2006,9.6,0.5
"629","RIMOUSKI",7056480,"May-06",2006,15.9,6.4
"630","RIMOUSKI",7056480,"Jun-06",2006,22.1,12.5
"631","RIMOUSKI",7056480,"Jul-06",2006,23.8,13.8
"632","RIMOUSKI",7056480,"Aug-06",2006,21.9,11
"633","RIMOUSKI",7056480,"Sep-06",2006,17,8.3
"634","RIMOUSKI",7056480,"Oct-06",2006,10.3,3.2
"635","RIMOUSKI",7056480,"Nov-06",2006,6.6,0.3
"636","RIMOUSKI",7056480,"Dec-06",2006,-0.8,-6.6
"637","RIMOUSKI",7056480,"Jan-07",2007,-5.5,-12.9
"638","RIMOUSKI",7056480,"Feb-07",2007,-7.1,-14.8
"639","RIMOUSKI",7056480,"Mar-07",2007,-0.5,-9.2
"640","RIMOUSKI",7056480,"Apr-07",2007,6.8,-1.1
"641","RIMOUSKI",7056480,"May-07",2007,15.4,4.5
"642","RIMOUSKI",7056480,"Jun-07",2007,20.7,9.7
"643","RIMOUSKI",7056480,"Jul-07",2007,23.1,13.9
"644","RIMOUSKI",7056480,"Aug-07",2007,21.6,11.4
"645","RIMOUSKI",7056480,"Sep-07",2007,17.1,8.1
"646","RIMOUSKI",7056480,"Oct-07",2007,13,5.6
"647","RIMOUSKI",7056480,"Nov-07",2007,1.8,-2.9
"648","RIMOUSKI",7056480,"Dec-07",2007,-4.8,-11.4
"649","RIMOUSKI",7056480,"Jan-08",2008,-4.6,-11.1
"650","RIMOUSKI",7056480,"Feb-08",2008,-4.9,-11.9
"651","RIMOUSKI",7056480,"Mar-08",2008,-2,-10.8
"652","RIMOUSKI",7056480,"Apr-08",2008,8.9,1.2
"653","RIMOUSKI",7056480,"May-08",2008,15,5.4
"654","RIMOUSKI",7056480,"Jun-08",2008,19.3,10.3
"655","RIMOUSKI",7056480,"Jul-08",2008,24.5,15.4
"656","RIMOUSKI",7056480,"Aug-08",2008,21.5,13.7
"657","RIMOUSKI",7056480,"Sep-08",2008,17.3,8.7
"658","RIMOUSKI",7056480,"Oct-08",2008,10.6,3.8
"659","RIMOUSKI",7056480,"Nov-08",2008,4.8,-0.7
"660","RIMOUSKI",7056480,"Dec-08",2008,-4.2,-11.6
"661","RIMOUSKI",7056480,"Jan-09",2009,-10.5,-17.6
"662","RIMOUSKI",7056480,"Feb-09",2009,-3.6,-10.9
"663","RIMOUSKI",7056480,"Mar-09",2009,-0.5,-8.5
"664","RIMOUSKI",7056480,"Apr-09",2009,8.2,0.5
"665","RIMOUSKI",7056480,"May-09",2009,14.4,4.9
"666","RIMOUSKI",7056480,"Jun-09",2009,20.1,9.7
"667","RIMOUSKI",7056480,"Jul-09",2009,21.5,12.8
"668","RIMOUSKI",7056480,"Aug-09",2009,22.5,12.9
"669","RIMOUSKI",7056480,"Sep-09",2009,18,8.4
"670","RIMOUSKI",7056480,"Oct-09",2009,7.9,1.4
"671","RIMOUSKI",7056480,"Nov-09",2009,6.4,-0.1
"672","RIMOUSKI",7056480,"Dec-09",2009,-3.4,-8.8
"673","RIMOUSKI",7056480,"Jan-10",2010,-2.6,-9
"674","RIMOUSKI",7056480,"Feb-10",2010,-1.4,-5.9
"675","RIMOUSKI",7056480,"Mar-10",2010,3,-4.5
"676","RIMOUSKI",7056480,"Apr-10",2010,9.9,2
"677","RIMOUSKI",7056480,"May-10",2010,16.4,6.7
"678","RIMOUSKI",7056480,"Jun-10",2010,20.4,10.6
"679","RIMOUSKI",7056480,"Jul-10",2010,24.6,14.2
"680","RIMOUSKI",7056480,"Aug-10",2010,23.9,13.7
"681","RIMOUSKI",7056480,"Sep-10",2010,16.9,9.3
"682","RIMOUSKI",7056480,"Oct-10",2010,9.8,4.2
"683","RIMOUSKI",7056480,"Nov-10",2010,3.3,-1.5
"684","RIMOUSKI",7056480,"Dec-10",2010,-0.2,-5.1
"685","RIMOUSKI",7056480,"Jan-11",2011,-6.3,-11.8
"686","RIMOUSKI",7056480,"Feb-11",2011,-6.2,-12.2
"687","RIMOUSKI",7056480,"Mar-11",2011,-0.2,-5.5
"688","RIMOUSKI",7056480,"Apr-11",2011,7.2,-2.8
"689","RIMOUSKI",7056480,"May-11",2011,13.1,3.5
"690","RIMOUSKI",7056480,"Jun-11",2011,20.7,11.4
"691","RIMOUSKI",7056480,"Jul-11",2011,24,14.1
"692","RIMOUSKI",7056480,"Aug-11",2011,22.1,13.8
"693","RIMOUSKI",7056480,"Sep-11",2011,19.1,10.2
"694","RIMOUSKI",7056480,"Oct-11",2011,12.2,5.6
"695","RIMOUSKI",7056480,"Nov-11",2011,7.5,0.7
"696","RIMOUSKI",7056480,"Dec-11",2011,-1.3,-8.2
"697","RIMOUSKI",7056480,"Jan-12",2012,-5.4,-13.4
"698","RIMOUSKI",7056480,"Feb-12",2012,-3.9,-11
"699","RIMOUSKI",7056480,"Mar-12",2012,3.6,-5
"700","RIMOUSKI",7056480,"Apr-12",2012,8.6,0
"701","RIMOUSKI",7056480,"May-12",2012,17,6.7
"702","RIMOUSKI",7056480,"Jun-12",2012,19.8,10.5
"703","RIMOUSKI",7056480,"Jul-12",2012,24.3,14.6
"704","RIMOUSKI",7056480,"Aug-12",2012,24.6,15
"705","RIMOUSKI",7056480,"Sep-12",2012,19.1,10.2
"706","RIMOUSKI",7056480,"Oct-12",2012,11.2,4.2
"707","RIMOUSKI",7056480,"Nov-12",2012,3.3,-1.6
"708","RIMOUSKI",7056480,"Dec-12",2012,-1.3,-7.2
"709","RIMOUSKI",7056480,"Jan-13",2013,-5.5,-13.3
"710","RIMOUSKI",7056480,"Feb-13",2013,-4.6,-10.9
"711","RIMOUSKI",7056480,"Mar-13",2013,2,-3.8
"712","RIMOUSKI",7056480,"Apr-13",2013,7.6,-0.6
"713","RIMOUSKI",7056480,"May-13",2013,15.3,5.8
"714","RIMOUSKI",7056480,"Jun-13",2013,18.5,9.7
"715","RIMOUSKI",7056480,"Jul-13",2013,25,15
"716","RIMOUSKI",7056480,"Aug-13",2013,22.3,13.2
"717","RIMOUSKI",7056480,"Sep-13",2013,17.2,8.8
"718","RIMOUSKI",7056480,"Oct-13",2013,11.6,5.3
"719","RIMOUSKI",7056480,"Nov-13",2013,3.1,-2.5
"720","RIMOUSKI",7056480,"Dec-13",2013,-7.7,-11.6
"721","RIMOUSKI",7056480,"Jan-14",2014,-7.1,-14.5
"722","RIMOUSKI",7056480,"Feb-14",2014,-6.5,-12.6
"723","RIMOUSKI",7056480,"Mar-14",2014,-5.6,-13.3
"724","RIMOUSKI",7056480,"Apr-14",2014,8.3,-1.2
"725","RIMOUSKI",7056480,"May-14",2014,14.4,5.5
"726","RIMOUSKI",7056480,"Jun-14",2014,22.9,12.5
"727","RIMOUSKI",7056480,"Jul-14",2014,25.8,16.2
"728","RIMOUSKI",7056480,"Aug-14",2014,23.1,14.2
"729","RIMOUSKI",7056480,"Sep-14",2014,17.6,9.6
"730","RIMOUSKI",7056480,"Oct-14",2014,11.7,5.4
"731","RIMOUSKI",7056480,"Nov-14",2014,2.5,-2.9
"732","RIMOUSKI",7056480,"Dec-14",2014,-2.5,-7.8
"733","RIMOUSKI",7056480,"Jan-15",2015,-7.8,-15.8
"734","RIMOUSKI",7056480,"Feb-15",2015,-11.9,-19.9
"735","RIMOUSKI",7056480,"Mar-15",2015,-1.8,-9.7
"736","RIMOUSKI",7056480,"Apr-15",2015,6.6,-1.3
"737","RIMOUSKI",7056480,"May-15",2015,16.4,5.9
"738","RIMOUSKI",7056480,"Jun-15",2015,19.8,10.2
"739","RIMOUSKI",7056480,"Jul-15",2015,22.4,13.3
"740","RIMOUSKI",7056480,"Aug-15",2015,24.6,15.3
"741","RIMOUSKI",7056480,"Sep-15",2015,20.4,11.1
"742","RIMOUSKI",7056480,"Oct-15",2015,9.6,2.4
"743","RIMOUSKI",7056480,"Nov-15",2015,5.4,-0.1
"744","RIMOUSKI",7056480,"Dec-15",2015,1,-4.3
"745","RIMOUSKI",7056480,"Jan-16",2016,-4.2,-10.8
"746","RIMOUSKI",7056480,"Feb-16",2016,-4.3,-12.6
"747","RIMOUSKI",7056480,"Mar-16",2016,-0.9,-9
"748","RIMOUSKI",7056480,"Apr-16",2016,6.3,-3
"749","RIMOUSKI",7056480,"May-16",2016,16.3,5.2
"750","RIMOUSKI",7056480,"Jun-16",2016,20.6,10.5
"751","RIMOUSKI",7056480,"Jul-16",2016,22.9,13.4
"752","RIMOUSKI",7056480,"Aug-16",2016,23.9,13.7
"753","RIMOUSKI",7056480,"Sep-16",2016,19.7,9.4
"754","RIMOUSKI",7056480,"Oct-16",2016,11.5,4.5
"755","RIMOUSKI",7056480,"Nov-16",2016,5.4,0.8
"756","RIMOUSKI",7056480,"Dec-16",2016,-3.7,-10.6
"757","RIMOUSKI",7056480,"Jan-17",2017,-4,-11.5
"758","RIMOUSKI",7056480,"Feb-17",2017,-3.9,-12.7
"759","RIMOUSKI",7056480,"Mar-17",2017,-2.9,-11.4
"760","RIMOUSKI",7056480,"Apr-17",2017,7,-1.5
"761","RIMOUSKI",7056480,"May-17",2017,15,4.5
"762","RIMOUSKI",7056480,"Jun-17",2017,21.9,10.5
"763","RIMOUSKI",7056480,"Jul-17",2017,24.6,12.6
"764","RIMOUSKI",7056480,"Aug-17",2017,23.3,14.2
