Date,LakeLevel
1/1/2007,3732.65
1/2/2007,3732.65
1/3/2007,3732.65
1/4/2007,3732.64
1/5/2007,3732.64
1/6/2007,3732.64
1/7/2007,3732.64
1/8/2007,3732.64
1/9/2007,3732.64
1/10/2007,3732.64
1/11/2007,3732.64
1/12/2007,3732.64
1/13/2007,3732.62
1/14/2007,3732.62
1/15/2007,3732.62
1/16/2007,3732.61
1/17/2007,3732.61
1/18/2007,3732.61
1/19/2007,3732.61
1/20/2007,3732.61
1/21/2007,3732.6
1/22/2007,3732.61
1/23/2007,3732.62
1/24/2007,3732.62
1/25/2007,3732.63
1/26/2007,3732.62
1/27/2007,3732.61
1/28/2007,3732.61
1/29/2007,3732.61
1/30/2007,3732.61
1/31/2007,3732.61
2/1/2007,3732.61
2/2/2007,3732.61
2/3/2007,3732.61
2/4/2007,3732.61
2/5/2007,3732.61
2/6/2007,3732.61
2/7/2007,3732.61
2/8/2007,3732.61
2/9/2007,3732.61
2/10/2007,3732.61
2/11/2007,3732.61
2/12/2007,3732.61
2/13/2007,3732.61
2/14/2007,3732.61
2/15/2007,3732.61
2/16/2007,3732.61
2/17/2007,3732.61
2/18/2007,3732.61
2/19/2007,3732.61
2/20/2007,3732.6
2/21/2007,3732.6
2/22/2007,3732.6
2/23/2007,3732.6
2/24/2007,3732.6
2/25/2007,3732.6
2/26/2007,3732.6
2/27/2007,3732.6
2/28/2007,3732.6
3/1/2007,3732.59
3/2/2007,3732.59
3/3/2007,3732.59
3/4/2007,3732.59
3/5/2007,3732.59
3/6/2007,3732.59
3/7/2007,3732.59
3/8/2007,3732.59
3/9/2007,3732.59
3/10/2007,3732.59
3/11/2007,3732.59
3/12/2007,3732.59
3/13/2007,3732.59
3/14/2007,3732.59
3/15/2007,3732.59
3/16/2007,3732.55
3/17/2007,3732.55
3/18/2007,3732.55
3/19/2007,3732.57
3/20/2007,3732.57
3/21/2007,3732.56
3/22/2007,3732.56
3/23/2007,3732.57
3/24/2007,3732.57
3/25/2007,3732.57
3/26/2007,3732.57
3/27/2007,3732.57
3/28/2007,3732.58
3/29/2007,3732.58
3/30/2007,3732.58
3/31/2007,3732.58
4/1/2007,3732.58
4/2/2007,3732.58
4/3/2007,3732.58
4/4/2007,3732.58
4/5/2007,3732.58
4/6/2007,3732.58
4/7/2007,3732.58
4/8/2007,3732.58
4/9/2007,3732.58
4/10/2007,3732.58
4/11/2007,3732.58
4/12/2007,3732.58
4/13/2007,3732.59
4/14/2007,3732.6
4/15/2007,3732.63
4/16/2007,3732.66
4/17/2007,3732.7
4/18/2007,3732.73
4/19/2007,3732.76
4/20/2007,3732.77
4/21/2007,3732.78
4/22/2007,3732.81
4/23/2007,3732.84
4/24/2007,3732.86
4/25/2007,3732.87
4/26/2007,3732.88
4/27/2007,3732.91
4/28/2007,3732.95
4/29/2007,3732.98
4/30/2007,3733.01
5/1/2007,3733.03
5/2/2007,3733.05
5/3/2007,3733.06
5/4/2007,3733.1
5/5/2007,3733.14
5/6/2007,3733.15
5/7/2007,3733.14
5/8/2007,3733.14
5/9/2007,3733.13
5/10/2007,3733.11
5/11/2007,3733.1
5/12/2007,3733.1
5/13/2007,3733.14
5/14/2007,3733.15
5/15/2007,3733.18
5/16/2007,3733.24
5/17/2007,3733.28
5/18/2007,3733.3
5/19/2007,3733.34
5/20/2007,3733.38
5/21/2007,3733.37
5/22/2007,3733.34
5/23/2007,3733.29
5/24/2007,3733.26
5/25/2007,3733.24
5/26/2007,3733.24
5/27/2007,3733.26
5/28/2007,3733.25
5/29/2007,3733.26
5/30/2007,3733.27
5/31/2007,3733.32
6/1/2007,3733.35
6/2/2007,3733.35
6/3/2007,3733.37
6/4/2007,3733.39
6/5/2007,3733.4
6/6/2007,3733.41
6/7/2007,3733.42
6/8/2007,3733.44
6/9/2007,3733.46
6/10/2007,3733.48
6/11/2007,3733.48
6/12/2007,3733.47
6/13/2007,3733.47
6/14/2007,3733.48
6/15/2007,3733.5
6/16/2007,3733.5
6/17/2007,3733.5
6/18/2007,3733.49
6/19/2007,3733.49
6/20/2007,3733.46
6/21/2007,3733.4
6/22/2007,3733.46
6/23/2007,3733.5
6/24/2007,3733.5
6/25/2007,3733.51
6/26/2007,3733.52
6/27/2007,3733.53
6/28/2007,3733.78
6/29/2007,3733.8
6/30/2007,3733.82
7/1/2007,3733.8
7/2/2007,3733.77
7/3/2007,3733.75
7/4/2007,3733.69
7/5/2007,3733.7
7/6/2007,3733.7
7/7/2007,3733.7
7/8/2007,3733.7
7/9/2007,3733.69
7/10/2007,3733.54
7/11/2007,3733.55
7/12/2007,3733.54
7/13/2007,3733.54
7/14/2007,3733.56
7/15/2007,3733.65
7/16/2007,3733.85
7/17/2007,3733.84
7/18/2007,3733.84
7/19/2007,3733.85
7/20/2007,3733.89
7/21/2007,3733.9
7/22/2007,3733.88
7/23/2007,3733.86
7/24/2007,3733.84
7/25/2007,3733.81
7/26/2007,3733.81
7/27/2007,3733.82
7/28/2007,3733.84
7/29/2007,3733.87
7/30/2007,3733.87
7/31/2007,3733.84
8/1/2007,3733.82
8/2/2007,3733.79
8/3/2007,3733.78
8/4/2007,3733.77
8/5/2007,3733.76
8/6/2007,3733.76
8/7/2007,3733.76
8/8/2007,3733.76
8/9/2007,3733.78
8/10/2007,3733.79
8/11/2007,3733.81
8/12/2007,3733.88
8/13/2007,3733.84
8/14/2007,3733.86
8/15/2007,3733.84
8/16/2007,3733.8
8/17/2007,3733.78
8/18/2007,3733.71
8/19/2007,3733.68
8/20/2007,3733.63
8/21/2007,3733.63
8/22/2007,3733.63
8/23/2007,3733.63
8/24/2007,3733.65
8/25/2007,3733.67
8/26/2007,3733.66
8/27/2007,3733.67
8/28/2007,3733.67
8/29/2007,3733.67
8/30/2007,3733.67
8/31/2007,3733.67
9/1/2007,3733.67
9/2/2007,3733.66
9/3/2007,3733.63
9/4/2007,3733.63
9/5/2007,3733.643
9/6/2007,3733.62
9/7/2007,3733.62
9/8/2007,3733.613
9/9/2007,3733.6
9/10/2007,3733.59
9/11/2007,3733.57
9/12/2007,3733.57
9/13/2007,3733.57
9/14/2007,3733.58
9/15/2007,3733.58
9/16/2007,3733.58
9/17/2007,3733.58
9/18/2007,3733.58
9/19/2007,3733.58
9/20/2007,3733.59
9/21/2007,3733.59
9/22/2007,3733.58
9/23/2007,3733.57
9/24/2007,3733.56
9/25/2007,3733.55
9/26/2007,3733.55
9/27/2007,3733.51
9/28/2007,3733.45
9/29/2007,3733.38
9/30/2007,3733.31
10/1/2007,3733.23
10/2/2007,3733.2
10/3/2007,3733.18
10/4/2007,3733.14
10/5/2007,3733.1
10/6/2007,3733.08
10/7/2007,3733.06
10/8/2007,3733.04
10/9/2007,3733.02
10/10/2007,3733
10/11/2007,3732.98
10/12/2007,3732.97
10/13/2007,3732.96
10/14/2007,3732.93
10/15/2007,3732.92
10/16/2007,3732.91
10/17/2007,3732.9
10/18/2007,3732.88
10/19/2007,3732.87
10/20/2007,3732.86
10/21/2007,3732.85
10/22/2007,3732.84
10/23/2007,3732.83
10/24/2007,3732.82
10/25/2007,3732.82
10/26/2007,3732.81
10/27/2007,3732.81
10/28/2007,3732.81
10/29/2007,3732.8
10/30/2007,3732.79
10/31/2007,3732.78
11/1/2007,3732.77
11/2/2007,3732.77
11/3/2007,3732.77
11/4/2007,3732.77
11/5/2007,3732.77
11/6/2007,3732.77
11/7/2007,3732.77
11/8/2007,3732.73
11/9/2007,3732.7
11/10/2007,3732.7
11/11/2007,3732.7
11/12/2007,3732.7
11/13/2007,3732.69
11/14/2007,3732.69
11/15/2007,3732.69
11/16/2007,3732.68
11/17/2007,3732.71
11/18/2007,3732.71
11/19/2007,3732.7
11/20/2007,3732.7
11/21/2007,3732.7
11/22/2007,3732.7
11/23/2007,3732.7
11/24/2007,3732.7
11/25/2007,3732.7
11/26/2007,3732.7
11/27/2007,3732.68
11/28/2007,3732.68
11/29/2007,3732.68
11/30/2007,3732.68
12/1/2007,3732.67
12/2/2007,3732.67
12/3/2007,3732.66
12/4/2007,3732.66
12/5/2007,3732.66
12/6/2007,3732.65
12/7/2007,3732.64
12/8/2007,3732.64
12/9/2007,3732.64
12/10/2007,3732.64
12/11/2007,3732.64
12/12/2007,3732.64
12/13/2007,3732.64
12/14/2007,3732.64
12/15/2007,3732.64
12/16/2007,3732.64
12/17/2007,3732.64
12/18/2007,3732.63
12/19/2007,3732.63
12/20/2007,3732.62
12/21/2007,3732.62
12/22/2007,3732.6
12/23/2007,3732.6
12/24/2007,3732.6
12/25/2007,3732.6
12/26/2007,3732.6
12/27/2007,3732.59
12/28/2007,3732.59
12/29/2007,3732.58
12/30/2007,3732.58
12/31/2007,3732.58
1/1/2008,3732.58
1/2/2008,3732.57
1/3/2008,3732.57
1/4/2008,3732.57
1/5/2008,3732.57
1/6/2008,3732.56
1/7/2008,3732.56
1/8/2008,3732.56
1/9/2008,3732.56
1/10/2008,3732.56
1/11/2008,3732.56
1/12/2008,3732.55
1/13/2008,3732.55
1/14/2008,3732.55
1/15/2008,3732.55
1/16/2008,3732.58
1/17/2008,3732.57
1/18/2008,3732.57
1/19/2008,3732.57
1/20/2008,3732.57
1/21/2008,3732.57
1/22/2008,3732.57
1/23/2008,3732.57
1/24/2008,3732.57
1/25/2008,3732.56
1/26/2008,3732.56
1/27/2008,3732.56
1/28/2008,3732.56
1/29/2008,3732.56
1/30/2008,3732.56
1/31/2008,3732.56
2/1/2008,3732.55
2/2/2008,3732.55
2/3/2008,3732.55
2/4/2008,3732.55
2/5/2008,3732.55
2/6/2008,3732.55
2/7/2008,3732.55
2/8/2008,3732.55
2/9/2008,3732.53
2/10/2008,3732.53
2/11/2008,3732.53
2/12/2008,3732.54
2/13/2008,3732.54
2/14/2008,3732.54
2/15/2008,3732.52
2/16/2008,3732.51
2/17/2008,3732.51
2/18/2008,3732.51
2/19/2008,3732.51
2/20/2008,3732.51
2/21/2008,3732.51
2/22/2008,3732.51
2/23/2008,3732.51
2/24/2008,3732.51
2/25/2008,3732.51
2/26/2008,3732.51
2/27/2008,3732.51
2/28/2008,3732.51
2/29/2008,3732.51
3/1/2008,3732.51
3/2/2008,3732.51
3/3/2008,3732.51
3/4/2008,3732.51
3/5/2008,3732.51
3/6/2008,3732.51
3/7/2008,3732.51
3/8/2008,3732.51
3/9/2008,3732.5
3/10/2008,3732.5
3/11/2008,3732.5
3/12/2008,3732.5
3/13/2008,3732.5
3/14/2008,3732.5
3/15/2008,3732.5
3/16/2008,3732.5
3/17/2008,3732.5
3/18/2008,3732.5
3/19/2008,3732.5
3/20/2008,3732.5
3/21/2008,3732.5
3/22/2008,3732.5
3/23/2008,3732.5
3/24/2008,3732.5
3/25/2008,3732.5
3/26/2008,3732.5
3/27/2008,3732.51
3/28/2008,3732.51
3/29/2008,3732.51
3/30/2008,3732.52
3/31/2008,3732.52
4/1/2008,3732.52
4/2/2008,3732.52
4/3/2008,3732.52
4/4/2008,3732.53
4/5/2008,3732.53
4/6/2008,3732.53
4/7/2008,3732.53
4/8/2008,3732.53
4/9/2008,3732.53
4/10/2008,3732.54
4/11/2008,3732.54
4/12/2008,3732.54
4/13/2008,3732.54
4/14/2008,3732.54
4/15/2008,3732.54
4/16/2008,3732.54
4/17/2008,3732.54
4/18/2008,3732.54
4/19/2008,3732.54
4/20/2008,3732.54
4/21/2008,3732.53
4/22/2008,3732.53
4/23/2008,3732.54
4/24/2008,3732.54
4/25/2008,3732.55
4/26/2008,3732.58
4/27/2008,3732.6
4/28/2008,3732.62
4/29/2008,3732.64
4/30/2008,3732.66
5/1/2008,3732.69
5/2/2008,3732.69
5/3/2008,3732.69
5/4/2008,3732.69
5/5/2008,3732.69
5/6/2008,3732.7
5/7/2008,3732.7
5/8/2008,3732.72
5/9/2008,3732.77
5/10/2008,3732.82
5/11/2008,3732.84
5/12/2008,3732.85
5/13/2008,3732.99
5/14/2008,3733.09
5/15/2008,3733.15
5/16/2008,3733.15
5/17/2008,3733.16
5/18/2008,3733.16
5/19/2008,3733.17
5/20/2008,3733.18
5/21/2008,3733.22
5/22/2008,3733.25
5/23/2008,3733.28
5/24/2008,3733.3
5/25/2008,3733.32
5/26/2008,3733.33
5/27/2008,3733.34
5/28/2008,3733.34
5/29/2008,3733.35
5/30/2008,3733.36
5/31/2008,3733.47
6/1/2008,3733.48
6/2/2008,3733.5
6/3/2008,3733.52
6/4/2008,3733.53
6/5/2008,3733.54
6/6/2008,3733.55
6/7/2008,3733.56
6/8/2008,3733.58
6/9/2008,3733.6
6/10/2008,3733.61
6/11/2008,3733.63
6/12/2008,3733.64
6/13/2008,3733.69
6/14/2008,3733.72
6/15/2008,3733.75
6/16/2008,3733.73
6/17/2008,3733.72
6/18/2008,3733.71
6/19/2008,3733.7
6/20/2008,3733.68
6/21/2008,3733.66
6/22/2008,3733.64
6/23/2008,3733.63
6/24/2008,3733.62
6/25/2008,3733.6
6/26/2008,3733.62
6/27/2008,3733.63
6/28/2008,3733.65
6/29/2008,3733.66
6/30/2008,3733.7
7/1/2008,3733.69
7/2/2008,3733.68
7/3/2008,3733.69
7/4/2008,3733.7
7/5/2008,3733.73
7/6/2008,3733.74
7/7/2008,3733.78
7/8/2008,3733.81
7/9/2008,3733.82
7/10/2008,3733.82
7/11/2008,3733.81
7/12/2008,3733.8
7/13/2008,3733.81
7/14/2008,3733.8
7/15/2008,3733.78
7/16/2008,3733.76
7/17/2008,3733.74
7/18/2008,3733.73
7/19/2008,3733.7
7/20/2008,3733.67
7/21/2008,3733.65
7/22/2008,3733.7
7/23/2008,3733.75
7/24/2008,3733.79
7/25/2008,3733.76
7/26/2008,3733.7
7/27/2008,3733.65
7/28/2008,3733.63
7/29/2008,3733.75
7/30/2008,3733.8
7/31/2008,3733.88
8/1/2008,3734.1
8/2/2008,3734.07
8/3/2008,3734.06
8/4/2008,3734.05
8/5/2008,3734.07
8/6/2008,3734.09
8/7/2008,3734.11
8/8/2008,3734.12
8/9/2008,3734.17
8/10/2008,3734.18
8/11/2008,3734.16
8/12/2008,3734.21
8/13/2008,3734.33
8/14/2008,3734.1
8/15/2008,3733.85
8/16/2008,3733.66
8/17/2008,3733.66
8/18/2008,3733.62
8/19/2008,3733.59
8/20/2008,3733.47
8/21/2008,3733.45
8/22/2008,3733.42
8/23/2008,3733.43
8/24/2008,3733.43
8/25/2008,3733.43
8/26/2008,3733.42
8/27/2008,3733.4
8/28/2008,3733.38
8/29/2008,3733.36
8/30/2008,3733.35
8/31/2008,3733.33
9/1/2008,3733.32
9/2/2008,3733.32
9/3/2008,3733.32
9/4/2008,3733.31
9/5/2008,3733.3
9/6/2008,3733.29
9/7/2008,3733.26
9/8/2008,3733.23
9/9/2008,3733.21
9/10/2008,3733.18
9/11/2008,3733.18
9/12/2008,3733.18
9/13/2008,3733.15
9/14/2008,3733.15
9/15/2008,3733.13
9/16/2008,3733.16
9/17/2008,3733.15
9/18/2008,3733.15
9/19/2008,3733.15
9/20/2008,3733.15
9/21/2008,3733.15
9/22/2008,3733.12
9/23/2008,3733.1
9/24/2008,3733.08
9/25/2008,3733.07
9/26/2008,3733.06
9/27/2008,3733.05
9/28/2008,3733.05
9/29/2008,3733.04
9/30/2008,3733.03
10/1/2008,3733.02
10/2/2008,3733.01
10/3/2008,3733
10/4/2008,3732.99
10/5/2008,3732.98
10/6/2008,3732.97
10/7/2008,3732.95
10/8/2008,3732.93
10/9/2008,3732.91
10/10/2008,3732.9
10/11/2008,3732.89
10/12/2008,3732.89
10/13/2008,3732.88
10/14/2008,3732.87
10/15/2008,3732.85
10/16/2008,3732.85
10/17/2008,3732.84
10/18/2008,3732.84
10/19/2008,3732.83
10/20/2008,3732.82
10/21/2008,3732.81
10/22/2008,3732.81
10/23/2008,3732.8
10/24/2008,3732.8
10/25/2008,3732.79
10/26/2008,3732.79
10/27/2008,3732.78
10/28/2008,3732.77
10/29/2008,3732.76
10/30/2008,3732.75
10/31/2008,3732.75
11/1/2008,3732.74
11/2/2008,3732.74
11/3/2008,3732.73
11/4/2008,3732.73
11/5/2008,3732.72
11/6/2008,3732.72
11/7/2008,3732.72
11/8/2008,3732.71
11/9/2008,3732.71
11/10/2008,3732.71
11/11/2008,3732.7
11/12/2008,3732.7
11/13/2008,3732.7
11/14/2008,3732.7
11/15/2008,3732.69
11/16/2008,3732.68
11/17/2008,3732.68
11/18/2008,3732.68
11/19/2008,3732.68
11/20/2008,3732.68
11/21/2008,3732.68
11/22/2008,3732.67
11/23/2008,3732.67
11/24/2008,3732.67
11/25/2008,3732.66
11/26/2008,3732.66
11/27/2008,3732.65
11/28/2008,3732.64
11/29/2008,3732.64
11/30/2008,3732.63
12/1/2008,3732.64
12/2/2008,3732.65
12/3/2008,3732.66
12/4/2008,3732.65
12/5/2008,3732.64
12/6/2008,3732.64
12/7/2008,3732.63
12/8/2008,3732.62
12/9/2008,3732.61
12/10/2008,3732.61
12/11/2008,3732.61
12/12/2008,3732.61
12/13/2008,3732.61
12/14/2008,3732.61
12/15/2008,3732.61
12/16/2008,3732.6
12/17/2008,3732.6
12/18/2008,3732.59
12/19/2008,3732.59
12/20/2008,3732.59
12/21/2008,3732.59
12/22/2008,3732.59
12/23/2008,3732.59
12/24/2008,3732.59
12/25/2008,3732.59
12/26/2008,3732.57
12/27/2008,3732.55
12/28/2008,3732.58
12/29/2008,3732.6
12/30/2008,3732.6
12/31/2008,3732.6
1/1/2009,3732.6
1/2/2009,3732.6
1/3/2009,3732.6
1/4/2009,3732.57
1/5/2009,3732.57
1/6/2009,3732.57
1/7/2009,3732.57
1/8/2009,3732.58
1/9/2009,3732.58
1/10/2009,3732.58
1/11/2009,3732.55
1/12/2009,3732.55
1/13/2009,3732.54
1/14/2009,3732.54
1/15/2009,3732.54
1/16/2009,3732.54
1/17/2009,3732.54
1/18/2009,3732.54
1/19/2009,3732.54
1/20/2009,3732.54
1/21/2009,3732.53
1/22/2009,3732.53
1/23/2009,3732.53
1/24/2009,3732.53
1/25/2009,3732.52
1/26/2009,3732.51
1/27/2009,3732.51
1/28/2009,3732.51
1/29/2009,3732.51
1/30/2009,3732.5
1/31/2009,3732.49
2/1/2009,3732.49
2/2/2009,3732.48
2/3/2009,3732.48
2/4/2009,3732.48
2/5/2009,3732.49
2/6/2009,3732.49
2/7/2009,3732.49
2/8/2009,3732.47
2/9/2009,3732.47
2/10/2009,3732.47
2/11/2009,3732.47
2/12/2009,3732.48
2/13/2009,3732.48
2/14/2009,3732.48
2/15/2009,3732.47
2/16/2009,3732.47
2/17/2009,3732.47
2/18/2009,3732.47
2/19/2009,3732.47
2/20/2009,3732.47
2/21/2009,3732.47
2/22/2009,3732.46
2/23/2009,3732.46
2/24/2009,3732.46
2/25/2009,3732.46
2/26/2009,3732.46
2/27/2009,3732.46
2/28/2009,3732.46
3/1/2009,3732.46
3/2/2009,3732.45
3/3/2009,3732.45
3/4/2009,3732.45
3/5/2009,3732.45
3/6/2009,3732.45
3/7/2009,3732.45
3/8/2009,3732.45
3/9/2009,3732.45
3/10/2009,3732.45
3/11/2009,3732.45
3/12/2009,3732.45
3/13/2009,3732.45
3/14/2009,3732.45
3/15/2009,3732.43
3/16/2009,3732.43
3/17/2009,3732.43
3/18/2009,3732.43
3/19/2009,3732.43
3/20/2009,3732.43
3/21/2009,3732.43
3/22/2009,3732.43
3/23/2009,3732.43
3/24/2009,3732.43
3/25/2009,3732.43
3/26/2009,3732.41
3/27/2009,3732.41
3/28/2009,3732.41
3/29/2009,3732.41
3/30/2009,3732.41
3/31/2009,3732.41
4/1/2009,3732.41
4/2/2009,3732.41
4/3/2009,3732.4
4/4/2009,3732.4
4/5/2009,3732.4
4/6/2009,3732.4
4/7/2009,3732.41
4/8/2009,3732.41
4/9/2009,3732.41
4/10/2009,3732.42
4/11/2009,3732.42
4/12/2009,3732.42
4/13/2009,3732.42
4/14/2009,3732.43
4/15/2009,3732.43
4/16/2009,3732.44
4/17/2009,3732.44
4/18/2009,3732.44
4/19/2009,3732.44
4/20/2009,3732.45
4/21/2009,3732.45
4/22/2009,3732.46
4/23/2009,3732.48
4/24/2009,3732.48
4/25/2009,3732.48
4/26/2009,3732.48
4/27/2009,3732.48
4/28/2009,3732.48
4/29/2009,3732.48
4/30/2009,3732.47
5/1/2009,3732.47
5/2/2009,3732.47
5/3/2009,3732.47
5/4/2009,3732.48
5/5/2009,3732.48
5/6/2009,3732.53
5/7/2009,3732.57
5/8/2009,3732.57
5/9/2009,3732.57
5/10/2009,3732.58
5/11/2009,3732.58
5/12/2009,3732.58
5/13/2009,3732.58
5/14/2009,3732.58
5/15/2009,3732.59
5/16/2009,3732.59
5/17/2009,3732.6
5/18/2009,3732.62
5/19/2009,3732.64
5/20/2009,3732.65
5/21/2009,3732.67
5/22/2009,3732.68
5/23/2009,3732.7
5/24/2009,3732.72
5/25/2009,3732.74
5/26/2009,3732.76
5/27/2009,3732.78
5/28/2009,3732.8
5/29/2009,3732.82
5/30/2009,3732.84
5/31/2009,3732.86
6/1/2009,3732.9
6/2/2009,3732.94
6/3/2009,3732.95
6/4/2009,3732.97
6/5/2009,3733.01
6/6/2009,3733.04
6/7/2009,3733.06
6/8/2009,3733.08
6/9/2009,3733.09
6/10/2009,3733.11
6/11/2009,3733.12
6/12/2009,3733.13
6/13/2009,3733.14
6/14/2009,3733.15
6/15/2009,3733.16
6/16/2009,3733.17
6/17/2009,3733.16
6/18/2009,3733.14
6/19/2009,3733.13
6/20/2009,3733.12
6/21/2009,3733.13
6/22/2009,3733.15
6/23/2009,3733.16
6/24/2009,3733.17
6/25/2009,3733.18
6/26/2009,3733.18
6/27/2009,3733.19
6/28/2009,3733.21
6/29/2009,3733.22
6/30/2009,3733.23
7/1/2009,3733.23
7/2/2009,3733.23
7/3/2009,3733.24
7/4/2009,3733.23
