Date,LakeLevel
7/5/2009,3733.22
7/6/2009,3733.22
7/7/2009,3733.22
7/8/2009,3733.22
7/9/2009,3733.21
7/10/2009,3733.22
7/11/2009,3733.24
7/12/2009,3733.25
7/13/2009,3733.25
7/14/2009,3733.25
7/15/2009,3733.2
7/16/2009,3733.13
7/17/2009,3733.18
7/18/2009,3733.22
7/19/2009,3733.26
7/20/2009,3733.3
7/21/2009,3733.3
7/22/2009,3733.33
7/23/2009,3733.36
7/24/2009,3733.45
7/25/2009,3733.62
7/26/2009,3733.71
7/27/2009,3733.74
7/28/2009,3733.76
7/29/2009,3733.7
7/30/2009,3733.61
7/31/2009,3733.6
8/1/2009,3733.57
8/2/2009,3733.55
8/3/2009,3733.53
8/4/2009,3733.52
8/5/2009,3733.5
8/6/2009,3733.48
8/7/2009,3733.46
8/8/2009,3733.47
8/9/2009,3733.48
8/10/2009,3733.49
8/11/2009,3733.49
8/12/2009,3733.5
8/13/2009,3733.51
8/14/2009,3733.51
8/15/2009,3733.51
8/16/2009,3733.47
8/17/2009,3733.44
8/18/2009,3733.42
8/19/2009,3733.4
8/20/2009,3733.38
8/21/2009,3733.36
8/22/2009,3733.34
8/23/2009,3733.31
8/24/2009,3733.31
8/25/2009,3733.32
8/26/2009,3733.34
8/27/2009,3733.36
8/28/2009,3733.4
8/29/2009,3733.43
8/30/2009,3733.45
8/31/2009,3733.41
9/1/2009,3733.4
9/2/2009,3733.39
9/3/2009,3733.37
9/4/2009,3733.32
9/5/2009,3733.28
9/6/2009,3733.25
9/7/2009,3733.19
9/8/2009,3733.18
9/9/2009,3733.17
9/10/2009,3733.16
9/11/2009,3733.11
9/12/2009,3733.09
9/13/2009,3733.07
9/14/2009,3733.06
9/15/2009,3733.05
9/16/2009,3733.04
9/17/2009,3733.03
9/18/2009,3733.03
9/19/2009,3733.02
9/20/2009,3733.01
9/21/2009,3733.01
9/22/2009,3733
9/23/2009,3733
9/24/2009,3733
9/25/2009,3732.99
9/26/2009,3732.99
9/27/2009,3732.99
9/28/2009,3732.97
9/29/2009,3732.96
9/30/2009,3732.95
10/1/2009,3732.95
10/2/2009,3732.94
10/3/2009,3732.94
10/4/2009,3732.93
10/5/2009,3732.93
10/6/2009,3732.92
10/7/2009,3732.91
10/8/2009,3732.9
10/9/2009,3732.9
10/10/2009,3732.9
10/11/2009,3732.89
10/12/2009,3732.88
10/13/2009,3732.88
10/14/2009,3732.88
10/15/2009,3732.87
10/16/2009,3732.86
10/17/2009,3732.84
10/18/2009,3732.84
10/19/2009,3732.82
10/20/2009,3732.81
10/21/2009,3732.81
10/22/2009,3732.81
10/23/2009,3732.8
10/24/2009,3732.8
10/25/2009,3732.8
10/26/2009,3732.79
10/27/2009,3732.78
10/28/2009,3732.77
10/29/2009,3732.76
10/30/2009,3732.76
10/31/2009,3732.76
11/1/2009,3732.75
11/2/2009,3732.76
11/3/2009,3732.76
11/4/2009,3732.77
11/5/2009,3732.75
11/6/2009,3732.74
11/7/2009,3732.74
11/8/2009,3732.73
11/9/2009,3732.73
11/10/2009,3732.73
11/11/2009,3732.73
11/12/2009,3732.72
11/13/2009,3732.72
11/14/2009,3732.71
11/15/2009,3732.71
11/16/2009,3732.71
11/17/2009,3732.69
11/18/2009,3732.69
11/19/2009,3732.69
11/20/2009,3732.69
11/21/2009,3732.68
11/22/2009,3732.67
11/23/2009,3732.67
11/24/2009,3732.67
11/25/2009,3732.66
11/26/2009,3732.66
11/27/2009,3732.65
11/28/2009,3732.66
11/29/2009,3732.65
11/30/2009,3732.65
12/1/2009,3732.65
12/2/2009,3732.65
12/3/2009,3732.65
12/4/2009,3732.63
12/5/2009,3732.63
12/6/2009,3732.63
12/7/2009,3732.63
12/8/2009,3732.63
12/9/2009,3732.63
12/10/2009,3732.62
12/11/2009,3732.62
12/12/2009,3732.61
12/13/2009,3732.61
12/14/2009,3732.61
12/15/2009,3732.59
12/16/2009,3732.59
12/17/2009,3732.58
12/18/2009,3732.58
12/19/2009,3732.58
12/20/2009,3732.58
12/21/2009,3732.58
12/22/2009,3732.58
12/23/2009,3732.57
12/24/2009,3732.57
12/25/2009,3732.57
12/26/2009,3732.57
12/27/2009,3732.57
12/28/2009,3732.56
12/29/2009,3732.56
12/30/2009,3732.54
12/31/2009,3732.54
1/1/2010,3732.53
1/2/2010,3732.53
1/3/2010,3732.53
1/4/2010,3732.53
1/5/2010,3732.53
1/6/2010,3732.53
1/7/2010,3732.53
1/8/2010,3732.53
1/9/2010,3732.53
1/10/2010,3732.53
1/11/2010,3732.53
1/12/2010,3732.53
1/13/2010,3732.53
1/14/2010,3732.53
1/15/2010,3732.53
1/16/2010,3732.53
1/17/2010,3732.53
1/18/2010,3732.53
1/19/2010,3732.53
1/20/2010,3732.53
1/21/2010,3732.53
1/22/2010,3732.53
1/23/2010,3732.52
1/24/2010,3732.52
1/25/2010,3732.52
1/26/2010,3732.52
1/27/2010,3732.52
1/28/2010,3732.52
1/29/2010,3732.51
1/30/2010,3732.51
1/31/2010,3732.51
2/1/2010,3732.51
2/2/2010,3732.51
2/3/2010,3732.51
2/4/2010,3732.49
2/5/2010,3732.49
2/6/2010,3732.48
2/7/2010,3732.48
2/8/2010,3732.48
2/9/2010,3732.48
2/10/2010,3732.48
2/11/2010,3732.48
2/12/2010,3732.48
2/13/2010,3732.48
2/14/2010,3732.48
2/15/2010,3732.48
2/16/2010,3732.47
2/17/2010,3732.47
2/18/2010,3732.46
2/19/2010,3732.46
2/20/2010,3732.46
2/21/2010,3732.46
2/22/2010,3732.46
2/23/2010,3732.46
2/24/2010,3732.46
2/25/2010,3732.46
2/26/2010,3732.46
2/27/2010,3732.46
2/28/2010,3732.46
3/1/2010,3732.46
3/2/2010,3732.46
3/3/2010,3732.46
3/4/2010,3732.46
3/5/2010,3732.46
3/6/2010,3732.46
3/7/2010,3732.46
3/8/2010,3732.46
3/9/2010,3732.44
3/10/2010,3732.44
3/11/2010,3732.44
3/12/2010,3732.44
3/13/2010,3732.44
3/14/2010,3732.44
3/15/2010,3732.44
3/16/2010,3732.44
3/17/2010,3732.44
3/18/2010,3732.44
3/19/2010,3732.44
3/20/2010,3732.44
3/21/2010,3732.45
3/22/2010,3732.45
3/23/2010,3732.45
3/24/2010,3732.45
3/25/2010,3732.45
3/26/2010,3732.45
3/27/2010,3732.45
3/28/2010,3732.45
3/29/2010,3732.44
3/30/2010,3732.44
3/31/2010,3732.44
4/1/2010,3732.43
4/2/2010,3732.43
4/3/2010,3732.43
4/4/2010,3732.43
4/5/2010,3732.43
4/6/2010,3732.42
4/7/2010,3732.42
4/8/2010,3732.42
4/9/2010,3732.42
4/10/2010,3732.42
4/11/2010,3732.42
4/12/2010,3732.42
4/13/2010,3732.42
4/14/2010,3732.42
4/15/2010,3732.42
4/16/2010,3732.42
4/17/2010,3732.42
4/18/2010,3732.41
4/19/2010,3732.41
4/20/2010,3732.41
4/21/2010,3732.41
4/22/2010,3732.41
4/23/2010,3732.41
4/24/2010,3732.4
4/25/2010,3732.41
4/26/2010,3732.42
4/27/2010,3732.43
4/28/2010,3732.46
4/29/2010,3732.47
4/30/2010,3732.49
5/1/2010,3732.52
5/2/2010,3732.53
5/3/2010,3732.54
5/4/2010,3732.55
5/5/2010,3732.56
5/6/2010,3732.6
5/7/2010,3732.64
5/8/2010,3732.69
5/9/2010,3732.73
5/10/2010,3732.73
5/11/2010,3732.73
5/12/2010,3732.73
5/13/2010,3732.74
5/14/2010,3732.74
5/15/2010,3732.75
5/16/2010,3732.75
5/17/2010,3732.75
5/18/2010,3732.75
5/19/2010,3732.75
5/20/2010,3732.76
5/21/2010,3732.76
5/22/2010,3732.77
5/23/2010,3732.79
5/24/2010,3732.81
5/25/2010,3732.81
5/26/2010,3732.81
5/27/2010,3732.82
5/28/2010,3732.82
5/29/2010,3732.83
5/30/2010,3732.84
5/31/2010,3732.87
6/1/2010,3732.91
6/2/2010,3732.94
6/3/2010,3732.97
6/4/2010,3732.99
6/5/2010,3733.02
6/6/2010,3733.05
6/7/2010,3733.08
6/8/2010,3733.11
6/9/2010,3733.28
6/10/2010,3733.5
6/11/2010,3733.52
6/12/2010,3733.54
6/13/2010,3733.55
6/14/2010,3733.55
6/15/2010,3733.55
6/16/2010,3733.54
6/17/2010,3733.53
6/18/2010,3733.55
6/19/2010,3733.59
6/20/2010,3733.59
6/21/2010,3733.57
6/22/2010,3733.56
6/23/2010,3733.55
6/24/2010,3733.58
6/25/2010,3733.61
6/26/2010,3733.63
6/27/2010,3733.66
6/28/2010,3733.69
6/29/2010,3733.71
6/30/2010,3733.73
7/1/2010,3733.76
7/2/2010,3733.78
7/3/2010,3733.8
7/4/2010,3733.82
7/5/2010,3733.83
7/6/2010,3733.84
7/7/2010,3733.85
7/8/2010,3733.8
7/9/2010,3733.76
7/10/2010,3733.73
7/11/2010,3733.7
7/12/2010,3733.67
7/13/2010,3733.64
7/14/2010,3733.61
7/15/2010,3733.69
7/16/2010,3733.71
7/17/2010,3733.72
7/18/2010,3733.74
7/19/2010,3733.76
7/20/2010,3733.78
7/21/2010,3733.8
7/22/2010,3733.8
7/23/2010,3733.77
7/24/2010,3733.83
7/25/2010,3733.88
7/26/2010,3733.92
7/27/2010,3733.95
7/28/2010,3734.02
7/29/2010,3734.02
7/30/2010,3734
7/31/2010,3733.99
8/1/2010,3733.89
8/2/2010,3733.94
8/3/2010,3733.97
8/4/2010,3734
8/5/2010,3734.03
8/6/2010,3734.05
8/7/2010,3734.25
8/8/2010,3734.45
8/9/2010,3734.28
8/10/2010,3734.15
8/11/2010,3734.08
8/12/2010,3734.1
8/13/2010,3734.11
8/14/2010,3734.12
8/15/2010,3734.13
8/16/2010,3734.1
8/17/2010,3734.06
8/18/2010,3734.05
8/19/2010,3734.03
8/20/2010,3734.03
8/21/2010,3734.03
8/22/2010,3734.04
8/23/2010,3734
8/24/2010,3733.92
8/25/2010,3733.86
8/26/2010,3733.81
8/27/2010,3733.65
8/28/2010,3733.59
8/29/2010,3733.53
8/30/2010,3733.49
8/31/2010,3733.48
9/1/2010,3733.47
9/2/2010,3733.46
9/3/2010,3733.46
9/4/2010,3733.48
9/5/2010,3733.49
9/6/2010,3733.53
9/7/2010,3733.56
9/8/2010,3733.56
9/9/2010,3733.56
9/10/2010,3733.56
9/11/2010,3733.56
9/12/2010,3733.56
9/13/2010,3733.52
9/14/2010,3733.48
9/15/2010,3733.42
9/16/2010,3733.42
9/17/2010,3733.42
9/18/2010,3733.42
9/19/2010,3733.4
9/20/2010,3733.36
9/21/2010,3733.32
9/22/2010,3733.26
9/23/2010,3733.18
9/24/2010,3733.12
9/25/2010,3733.1
9/26/2010,3733.09
9/27/2010,3733.06
9/28/2010,3733.03
9/29/2010,3733
9/30/2010,3732.99
10/1/2010,3732.97
10/2/2010,3732.95
10/3/2010,3732.94
10/4/2010,3732.93
10/5/2010,3732.93
10/6/2010,3732.92
10/7/2010,3732.91
10/8/2010,3732.9
10/9/2010,3732.89
10/10/2010,3732.88
10/11/2010,3732.88
10/12/2010,3732.87
10/13/2010,3732.86
10/14/2010,3732.85
10/15/2010,3732.84
10/16/2010,3732.83
10/17/2010,3732.82
10/18/2010,3732.81
10/19/2010,3732.81
10/20/2010,3732.81
10/21/2010,3732.8
10/22/2010,3732.79
10/23/2010,3732.78
10/24/2010,3732.77
10/25/2010,3732.74
10/26/2010,3732.74
10/27/2010,3732.74
10/28/2010,3732.74
10/29/2010,3732.75
10/30/2010,3732.74
10/31/2010,3732.72
11/1/2010,3732.71
11/2/2010,3732.69
11/3/2010,3732.69
11/4/2010,3732.69
11/5/2010,3732.69
11/6/2010,3732.69
11/7/2010,3732.69
11/8/2010,3732.69
11/9/2010,3732.69
11/10/2010,3732.69
11/11/2010,3732.68
11/12/2010,3732.67
11/13/2010,3732.67
11/14/2010,3732.67
11/15/2010,3732.67
11/16/2010,3732.67
11/17/2010,3732.67
11/18/2010,3732.67
11/19/2010,3732.67
11/20/2010,3732.65
11/21/2010,3732.65
11/22/2010,3732.65
11/23/2010,3732.65
11/24/2010,3732.65
11/25/2010,3732.65
11/26/2010,3732.63
11/27/2010,3732.62
11/28/2010,3732.62
11/29/2010,3732.62
11/30/2010,3732.62
12/1/2010,3732.62
12/2/2010,3732.62
12/3/2010,3732.62
12/4/2010,3732.62
12/5/2010,3732.62
12/6/2010,3732.62
12/7/2010,3732.62
12/8/2010,3732.62
12/9/2010,3732.59
12/10/2010,3732.59
12/11/2010,3732.59
12/12/2010,3732.59
12/13/2010,3732.57
12/14/2010,3732.57
12/15/2010,3732.57
12/16/2010,3732.57
12/17/2010,3732.57
12/18/2010,3732.57
12/19/2010,3732.57
12/20/2010,3732.57
12/21/2010,3732.57
12/22/2010,3732.57
12/23/2010,3732.56
12/24/2010,3732.56
12/25/2010,3732.56
12/26/2010,3732.55
12/27/2010,3732.55
12/28/2010,3732.55
12/29/2010,3732.55
12/30/2010,3732.54
12/31/2010,3732.52
1/1/2011,3732.54
1/2/2011,3732.54
1/3/2011,3732.54
1/4/2011,3732.54
1/5/2011,3732.52
1/6/2011,3732.52
1/7/2011,3732.52
1/8/2011,3732.52
1/9/2011,3732.52
1/10/2011,3732.52
1/11/2011,3732.51
1/12/2011,3732.5
1/13/2011,3732.49
1/14/2011,3732.49
1/15/2011,3732.49
1/16/2011,3732.49
1/17/2011,3732.49
1/18/2011,3732.49
1/19/2011,3732.49
1/20/2011,3732.49
1/21/2011,3732.49
1/22/2011,3732.49
1/23/2011,3732.49
1/24/2011,3732.49
1/25/2011,3732.49
1/26/2011,3732.49
1/27/2011,3732.48
1/28/2011,3732.48
1/29/2011,3732.48
1/30/2011,3732.48
1/31/2011,3732.48
2/1/2011,3732.48
2/2/2011,3732.48
2/3/2011,3732.47
2/4/2011,3732.47
2/5/2011,3732.47
2/6/2011,3732.46
2/7/2011,3732.46
2/8/2011,3732.46
2/9/2011,3732.46
2/10/2011,3732.46
2/11/2011,3732.46
2/12/2011,3732.46
2/13/2011,3732.46
2/14/2011,3732.46
2/15/2011,3732.46
2/16/2011,3732.45
2/17/2011,3732.45
2/18/2011,3732.45
2/19/2011,3732.45
2/20/2011,3732.44
2/21/2011,3732.44
2/22/2011,3732.44
2/23/2011,3732.44
2/24/2011,3732.44
2/25/2011,3732.44
2/26/2011,3732.44
2/27/2011,3732.43
2/28/2011,3732.43
3/1/2011,3732.43
3/2/2011,3732.43
3/3/2011,3732.43
3/4/2011,3732.43
3/5/2011,3732.43
3/6/2011,3732.43
3/7/2011,3732.43
3/8/2011,3732.43
3/9/2011,3732.43
3/10/2011,3732.43
3/11/2011,3732.43
3/12/2011,3732.42
3/13/2011,3732.41
3/14/2011,3732.41
3/15/2011,3732.41
3/16/2011,3732.41
3/17/2011,3732.41
3/18/2011,3732.41
3/19/2011,3732.41
3/20/2011,3732.42
3/21/2011,3732.42
3/22/2011,3732.42
3/23/2011,3732.42
3/24/2011,3732.43
3/25/2011,3732.43
3/26/2011,3732.42
3/27/2011,3732.41
3/28/2011,3732.41
3/29/2011,3732.4
3/30/2011,3732.4
3/31/2011,3732.4
4/1/2011,3732.41
4/2/2011,3732.42
4/3/2011,3732.42
4/4/2011,3732.42
4/5/2011,3732.43
4/6/2011,3732.43
4/7/2011,3732.43
4/8/2011,3732.44
4/9/2011,3732.43
4/10/2011,3732.44
4/11/2011,3732.44
4/12/2011,3732.44
4/13/2011,3732.44
4/14/2011,3732.44
4/15/2011,3732.44
4/16/2011,3732.45
4/17/2011,3732.46
4/18/2011,3732.46
4/19/2011,3732.47
4/20/2011,3732.47
4/21/2011,3732.47
4/22/2011,3732.47
4/23/2011,3732.49
4/24/2011,3732.5
4/25/2011,3732.55
4/26/2011,3732.6
4/27/2011,3732.7
4/28/2011,3732.73
4/29/2011,3732.78
4/30/2011,3732.78
5/1/2011,3732.78
5/2/2011,3732.79
5/3/2011,3732.8
5/4/2011,3732.81
5/5/2011,3732.82
5/6/2011,3732.82
5/7/2011,3732.82
5/8/2011,3732.84
5/9/2011,3732.86
5/10/2011,3732.88
5/11/2011,3732.9
5/12/2011,3732.92
5/13/2011,3732.95
5/14/2011,3732.97
5/15/2011,3733
5/16/2011,3733.02
5/17/2011,3732.99
5/18/2011,3732.96
5/19/2011,3732.93
5/20/2011,3732.91
5/21/2011,3732.9
5/22/2011,3732.88
5/23/2011,3732.87
5/24/2011,3732.86
5/25/2011,3732.85
5/26/2011,3732.85
5/27/2011,3732.84
5/28/2011,3732.82
5/29/2011,3732.83
5/30/2011,3732.84
5/31/2011,3732.86
6/1/2011,3732.87
6/2/2011,3732.89
6/3/2011,3732.91
6/4/2011,3732.93
6/5/2011,3732.95
6/6/2011,3732.97
6/7/2011,3732.97
6/8/2011,3732.99
6/9/2011,3733.01
6/10/2011,3733.04
6/11/2011,3733.07
6/12/2011,3733.1
6/13/2011,3733.14
6/14/2011,3733.16
6/15/2011,3733.19
6/16/2011,3733.19
6/17/2011,3733.19
6/18/2011,3733.19
6/19/2011,3733.19
6/20/2011,3733.2
6/21/2011,3733.22
6/22/2011,3733.23
6/23/2011,3733.25
6/24/2011,3733.33
6/25/2011,3733.4
6/26/2011,3733.47
6/27/2011,3733.47
6/28/2011,3733.47
6/29/2011,3733.47
6/30/2011,3733.45
7/1/2011,3733.41
7/2/2011,3733.38
7/3/2011,3733.37
7/4/2011,3733.36
7/5/2011,3733.35
7/6/2011,3733.35
7/7/2011,3733.37
7/8/2011,3733.39
7/9/2011,3733.41
7/10/2011,3733.43
7/11/2011,3733.48
7/12/2011,3733.51
7/13/2011,3733.53
7/14/2011,3733.56
7/15/2011,3733.59
7/16/2011,3733.61
7/17/2011,3733.63
7/18/2011,3733.66
7/19/2011,3733.68
7/20/2011,3733.69
7/21/2011,3733.71
7/22/2011,3733.73
7/23/2011,3733.75
7/24/2011,3733.76
7/25/2011,3733.79
7/26/2011,3733.81
7/27/2011,3733.84
7/28/2011,3733.87
7/29/2011,3733.9
7/30/2011,3733.95
7/31/2011,3734
8/1/2011,3733.98
8/2/2011,3733.95
8/3/2011,3734.01
8/4/2011,3734.04
8/5/2011,3734.05
8/6/2011,3734.06
8/7/2011,3734.07
8/8/2011,3734.08
8/9/2011,3734.09
8/10/2011,3733.98
8/11/2011,3733.83
8/12/2011,3733.72
8/13/2011,3733.67
8/14/2011,3733.64
8/15/2011,3733.66
8/16/2011,3733.69
8/17/2011,3733.71
8/18/2011,3733.745
8/19/2011,3733.745
8/20/2011,3733.745
8/21/2011,3733.745
8/22/2011,3733.74
8/23/2011,3733.73
8/24/2011,3733.8
8/25/2011,3733.87
8/26/2011,3733.95
8/27/2011,3733.9
8/28/2011,3733.86
8/29/2011,3733.77
8/30/2011,3733.64
8/31/2011,3733.59
9/1/2011,3733.51
9/2/2011,3733.45
9/3/2011,3733.42
9/4/2011,3733.38
9/5/2011,3733.4
9/6/2011,3733.39
9/7/2011,3733.39
9/8/2011,3733.4
9/9/2011,3733.415
9/10/2011,3733.38
9/11/2011,3733.35
9/12/2011,3733.32
9/13/2011,3733.31
9/14/2011,3733.3
9/15/2011,3733.3
9/16/2011,3733.27
9/17/2011,3733.25
9/18/2011,3733.22
9/19/2011,3733.19
9/20/2011,3733.16
9/21/2011,3733.14
9/22/2011,3733.12
9/23/2011,3733.1
9/24/2011,3733.08
9/25/2011,3733.06
9/26/2011,3733.04
9/27/2011,3733.03
9/28/2011,3733.01
9/29/2011,3733
9/30/2011,3732.99
10/1/2011,3732.98
10/2/2011,3732.98
10/3/2011,3732.97
10/4/2011,3732.94
10/5/2011,3732.92
10/6/2011,3732.9
10/7/2011,3732.89
10/8/2011,3732.89
10/9/2011,3732.88
10/10/2011,3732.86
10/11/2011,3732.85
10/12/2011,3732.84
10/13/2011,3732.83
10/14/2011,3732.83
10/15/2011,3732.82
10/16/2011,3732.82
10/17/2011,3732.81
10/18/2011,3732.8
10/19/2011,3732.79
10/20/2011,3732.78
10/21/2011,3732.78
10/22/2011,3732.77
10/23/2011,3732.76
10/24/2011,3732.76
10/25/2011,3732.76
10/26/2011,3732.75
10/27/2011,3732.73
10/28/2011,3732.73
10/29/2011,3732.72
10/30/2011,3732.72
10/31/2011,3732.71
11/1/2011,3732.71
11/2/2011,3732.7
11/3/2011,3732.7
11/4/2011,3732.7
11/5/2011,3732.7
11/6/2011,3732.69
11/7/2011,3732.69
11/8/2011,3732.69
11/9/2011,3732.68
11/10/2011,3732.68
11/11/2011,3732.68
11/12/2011,3732.67
11/13/2011,3732.67
11/14/2011,3732.66
11/15/2011,3732.65
11/16/2011,3732.65
11/17/2011,3732.65
11/18/2011,3732.64
11/19/2011,3732.64
11/20/2011,3732.63
11/21/2011,3732.63
11/22/2011,3732.62
11/23/2011,3732.62
11/24/2011,3732.62
11/25/2011,3732.62
11/26/2011,3732.62
11/27/2011,3732.61
11/28/2011,3732.61
11/29/2011,3732.61
11/30/2011,3732.61
12/1/2011,3732.61
12/2/2011,3732.61
12/3/2011,3732.61
12/4/2011,3732.6
12/5/2011,3732.6
12/6/2011,3732.6
12/7/2011,3732.59
12/8/2011,3732.59
12/9/2011,3732.59
12/10/2011,3732.59
12/11/2011,3732.59
12/12/2011,3732.58
12/13/2011,3732.58
12/14/2011,3732.58
12/15/2011,3732.57
12/16/2011,3732.57
12/17/2011,3732.56
12/18/2011,3732.56
12/19/2011,3732.56
12/20/2011,3732.56
12/21/2011,3732.55
12/22/2011,3732.55
12/23/2011,3732.55
12/24/2011,3732.54
12/25/2011,3732.54
12/26/2011,3732.54
12/27/2011,3732.54
12/28/2011,3732.54
12/29/2011,3732.54
12/30/2011,3732.54
12/31/2011,3732.54
